chrom,center,hepg2_score,k562_score,hepg2_vs_k562_diff
chr9,120384401,8.026719093322754,3.9725546836853027,4.054164409637451
chr2,190809537,7.412703514099121,3.3613529205322266,4.0513505935668945
chr9,120571832,8.116607666015625,4.067010402679443,4.049597263336182
chr7,56029469,7.664614677429199,3.617967128753662,4.046647548675537
chr2,137943018,7.075974941253662,3.0363316535949707,4.039643287658691
chr15,44824841,7.753353595733643,3.72110652923584,4.032247066497803
chr2,200748329,7.959845542907715,3.9396400451660156,4.020205497741699
chr14,94388692,8.449301719665527,4.432486534118652,4.016815185546875
chr5,127935248,7.629432678222656,3.6180310249328613,4.011401653289795
chrX,134007015,7.273886680603027,3.267552375793457,4.00633430480957
chr14,101288821,8.223774909973145,4.222301959991455,4.0014729499816895
chr11,111320981,7.518875598907471,3.5177321434020996,4.001143455505371
chr1,152658835,6.769622802734375,2.7699451446533203,3.9996776580810547
chr15,65044962,7.701050281524658,3.7052035331726074,3.995846748352051
chr2,227813689,7.98719596862793,4.00113582611084,3.98606014251709
chr11,72418132,7.609806060791016,3.623955249786377,3.9858508110046387
chr2,54044223,8.283838272094727,4.30476713180542,3.9790711402893066
chr11,34825838,8.605026245117188,4.629940986633301,3.9750852584838867
chr10,76033742,7.80684232711792,3.834545612335205,3.972296714782715
chr3,64627935,7.258879661560059,3.2954773902893066,3.963402271270752
chr3,66199348,7.33243465423584,3.3696818351745605,3.9627528190612793
chr9,37964497,8.542888641357422,4.58461332321167,3.958275318145752
chr16,80407590,7.047662734985352,3.090728759765625,3.9569339752197266
chr17,18988973,7.746942043304443,3.7988762855529785,3.948065757751465
chr16,10647927,7.6396894454956055,3.6936426162719727,3.946046829223633
chr15,89806849,8.143279075622559,4.201944351196289,3.9413347244262695
chr2,226733428,7.506425857543945,3.5762481689453125,3.930177688598633
chr2,10369003,7.606179714202881,3.678921699523926,3.927258014678955
chr5,124581529,7.7728495597839355,3.8519983291625977,3.920851230621338
chr1,93617807,8.910391807556152,4.9908223152160645,3.919569492340088
chr2,217331827,7.596181869506836,3.677724838256836,3.91845703125
chr17,63578462,7.961339950561523,4.044500350952148,3.916839599609375
chr2,238864642,8.340723037719727,4.426694869995117,3.9140281677246094
chr2,222796586,8.310506820678711,4.399251937866211,3.9112548828125
chr14,94292951,8.01363468170166,4.108757495880127,3.904877185821533
chr9,126527348,7.496255874633789,3.592860221862793,3.903395652770996
chr9,121750789,8.532541275024414,4.629699230194092,3.9028420448303223
chr13,72545294,7.169940948486328,3.267416000366211,3.902524948120117
chr2,42055997,8.367223739624023,4.465956687927246,3.9012670516967773
chr17,57414320,7.317668914794922,3.416440486907959,3.901228427886963
chr2,7357181,7.78720760345459,3.8874783515930176,3.8997292518615723
chr12,65896248,7.368196487426758,3.4696555137634277,3.89854097366333
chr17,43217115,6.925292491912842,3.030698776245117,3.8945937156677246
chr2,85471184,7.390539169311523,3.4969687461853027,3.8935704231262207
chr2,85413070,8.226716041564941,4.333833694458008,3.8928823471069336
chr1,22348797,7.934279441833496,4.050832748413086,3.88344669342041
chr12,125093104,9.072107315063477,5.190264701843262,3.881842613220215
chr2,240857325,8.386589050292969,4.510408878326416,3.8761801719665527
chr7,1157159,8.027260780334473,4.151819229125977,3.875441551208496
chr5,151694201,8.265549659729004,4.394328594207764,3.8712210655212402
chr3,30259140,7.815362453460693,3.945631504058838,3.8697309494018555
chr17,38613939,7.551135063171387,3.6818466186523438,3.869288444519043
chr2,207847955,7.135612487792969,3.270472526550293,3.865139961242676
chr17,58391648,8.152191162109375,4.291024208068848,3.8611669540405273
chr17,5782332,6.955792427062988,3.0952835083007812,3.860508918762207
chr2,126996887,7.682896614074707,3.824525833129883,3.858370780944824
chr1,19052675,7.048802852630615,3.193974494934082,3.854828357696533
chr16,2568679,7.848087787628174,3.993509292602539,3.8545784950256348
chr9,93201961,8.620357513427734,4.770809650421143,3.849547863006592
chr4,51909452,7.549102783203125,3.7040929794311523,3.8450098037719727
chr16,70681899,8.007081031799316,4.162661552429199,3.844419479370117
chr13,46143503,6.778743743896484,2.940049171447754,3.8386945724487305
chr2,151996023,7.269238471984863,3.445012092590332,3.8242263793945312
chr15,57497357,7.640817165374756,3.820988655090332,3.819828510284424
chr1,183699731,7.004108428955078,3.1886420249938965,3.8154664039611816
chr2,20538392,7.82161808013916,4.008298397064209,3.813319683074951
chr3,58193542,7.293244361877441,3.4807610511779785,3.812483310699463
chr14,93019969,7.604465961456299,3.7944469451904297,3.810019016265869
chr9,114721791,7.7332844734191895,3.9233903884887695,3.80989408493042
chr8,57808898,7.888591289520264,4.080100059509277,3.8084912300109863
chr16,57483094,7.745581150054932,3.9405856132507324,3.804995536804199
chr16,14399653,8.027260780334473,4.224071979522705,3.8031888008117676
chr18,58414136,7.842853546142578,4.0409393310546875,3.8019142150878906
chr15,100715977,7.236122131347656,3.434455394744873,3.801666736602783
chr7,107967435,7.127113342285156,3.3297572135925293,3.797356128692627
chr2,95390772,7.708245754241943,3.9110050201416016,3.797240734100342
chr13,26991639,7.6979875564575195,3.902912139892578,3.7950754165649414
chr2,85325144,7.689381122589111,3.896634578704834,3.7927465438842773
chr15,84606831,7.269158363342285,3.4811787605285645,3.7879796028137207
chr2,127438386,7.881226539611816,4.096141815185547,3.7850847244262695
chr9,8961467,6.877881050109863,3.0944056510925293,3.783475399017334
chr7,96970890,7.4658355712890625,3.6828980445861816,3.782937526702881
chr15,80857037,7.831852912902832,4.0490546226501465,3.7827982902526855
chr15,85781327,7.151412010192871,3.372225761413574,3.779186248779297
chr13,27396514,7.043006896972656,3.2648401260375977,3.7781667709350586
chr17,4014602,7.2978010177612305,3.520002841949463,3.7777981758117676
chr22,43925872,7.526741027832031,3.751458168029785,3.775282859802246
chr2,164711342,6.906676292419434,3.133279323577881,3.7733969688415527
chr2,145761368,6.832624435424805,3.061725616455078,3.7708988189697266
chr9,38008960,7.856852054595947,4.087566375732422,3.7692856788635254
chr14,29029088,7.631601810455322,3.8653182983398438,3.7662835121154785
chr16,29352296,7.330807209014893,3.5705580711364746,3.760249137878418
chr19,45046070,7.5571746826171875,3.7974863052368164,3.759688377380371
chr2,95429999,7.338785648345947,3.5793957710266113,3.759389877319336
chr5,14149060,7.665668964385986,3.9076833724975586,3.7579855918884277
chr2,175606254,7.171529769897461,3.41426944732666,3.757260322570801
chr19,18504593,7.7663726806640625,4.009602069854736,3.756770610809326
chr22,24506396,7.194377899169922,3.438727378845215,3.755650520324707
chr4,184364373,7.72678279876709,3.975125789642334,3.751657009124756
chr6,2515180,7.578441619873047,3.8278932571411133,3.7505483627319336
chr17,68821052,7.4791059494018555,3.7303695678710938,3.7487363815307617
chr3,123755371,7.846902847290039,4.099120140075684,3.7477827072143555
chr2,235542224,7.482786178588867,3.737823486328125,3.744962692260742
chr11,126189759,7.430410385131836,3.6855406761169434,3.7448697090148926
chr14,54138835,6.981479644775391,3.237462043762207,3.7440176010131836
chr7,24109131,7.102355480194092,3.365006446838379,3.737349033355713
chr2,95646735,7.205957412719727,3.4712910652160645,3.734666347503662
chr10,80196868,7.546635627746582,3.8122758865356445,3.7343597412109375
chr13,46608084,7.151287078857422,3.417116641998291,3.734170436859131
chr11,75782851,7.521897315979004,3.792417049407959,3.729480266571045
chr10,79157716,7.479977607727051,3.7510337829589844,3.7289438247680664
chr9,37508464,7.395030975341797,3.666746139526367,3.7282848358154297
chr17,50687026,7.66434383392334,3.936896324157715,3.727447509765625
chr17,50543255,7.659310340881348,3.9325923919677734,3.726717948913574
chr18,57712672,8.303348541259766,4.577361583709717,3.725986957550049
chr11,101994337,6.481626987457275,2.7565383911132812,3.725088596343994
chr17,43931286,7.539216995239258,3.8163199424743652,3.7228970527648926
chr17,43530968,7.939694404602051,4.2170281410217285,3.7226662635803223
chr4,10320481,7.029647350311279,3.308011054992676,3.7216362953186035
chr10,110846107,7.15808629989624,3.437370777130127,3.7207155227661133
chr11,57497781,7.583283424377441,3.863710880279541,3.7195725440979004
chr17,49887595,7.269372940063477,3.549959659576416,3.7194132804870605
chr2,100780582,7.4779582023620605,3.759087085723877,3.7188711166381836
chr16,82329963,6.983441352844238,3.2670235633850098,3.7164177894592285
chr11,69658223,7.963964462280273,4.248850345611572,3.715114116668701
chr12,67748337,7.086602210998535,3.3724193572998047,3.7141828536987305
chr21,43343346,7.960599899291992,4.246500015258789,3.714099884033203
chr17,55408190,7.3269524574279785,3.613347053527832,3.7136054039001465
chr17,76376330,7.547589302062988,3.8516435623168945,3.6959457397460938
chr14,94323202,7.630667686462402,3.937347888946533,3.693319797515869
chr5,14728246,7.583879470825195,3.891045093536377,3.6928343772888184
chr10,5659745,8.16124153137207,4.469851493835449,3.691390037536621
chr2,69217070,7.294703006744385,3.606161594390869,3.6885414123535156
chr10,52775053,7.7071757316589355,4.018927574157715,3.6882481575012207
chr21,35023595,7.177824974060059,3.4928855895996094,3.684939384460449
chr5,172383450,6.9933552742004395,3.3090243339538574,3.684330940246582
chr9,114118336,7.794292449951172,4.111793518066406,3.6824989318847656
chr2,238450099,7.26003360748291,3.5794882774353027,3.6805453300476074
chr16,54165719,7.575636863708496,3.9041295051574707,3.6715073585510254
chr16,67943373,8.722700119018555,5.053530693054199,3.6691694259643555
chr5,150522838,7.380720138549805,3.7118072509765625,3.668912887573242
chr7,17206582,7.584217548370361,3.916095733642578,3.668121814727783
chr16,85515469,7.434131622314453,3.7723259925842285,3.6618056297302246
chr11,93493263,7.361542701721191,3.7024307250976562,3.659111976623535
chr8,136029814,6.766655921936035,3.108762264251709,3.657893657684326
chr17,82568658,7.378633499145508,3.721673011779785,3.6569604873657227
chr7,100568172,7.8807759284973145,4.226691722869873,3.6540842056274414
chr7,138316630,7.215481758117676,3.5663561820983887,3.649125576019287
chr11,3905553,7.571855545043945,3.930352210998535,3.64150333404541
chr12,9342959,7.091828346252441,3.4507594108581543,3.641068935394287
chr13,51636691,7.088094234466553,3.4499340057373047,3.638160228729248
chr5,102138435,6.970739364624023,3.3344345092773438,3.6363048553466797
chr2,87658138,7.776959419250488,4.1454548835754395,3.631504535675049
chr2,60335984,7.422643184661865,3.7926583290100098,3.6299848556518555
chr12,110247727,7.7912211418151855,4.162715911865234,3.628505229949951
chr20,47973606,7.854258060455322,4.22860860824585,3.6256494522094727
chr16,52612123,7.024164199829102,3.399935722351074,3.6242284774780273
chr2,223908680,7.5489726066589355,3.9279842376708984,3.620988368988037
chr17,3802966,7.504441261291504,3.8844985961914062,3.6199426651000977
chr5,132002036,7.3907270431518555,3.770810604095459,3.6199164390563965
chr14,35385142,8.193887710571289,4.575127601623535,3.618760108947754
chr2,162575009,6.997466087341309,3.3800668716430664,3.617399215698242
chr5,90949990,6.515888690948486,2.900177001953125,3.6157116889953613
chr1,9435674,7.087700366973877,3.4733386039733887,3.6143617630004883
chr8,23561879,7.315649509429932,3.7019805908203125,3.613668918609619
chr2,60480605,7.805603504180908,4.19279146194458,3.612812042236328
chr2,120935359,7.67153263092041,4.059499263763428,3.6120333671569824
chr1,96632384,7.527542591094971,3.91654634475708,3.6109962463378906
chr16,8987511,7.119073867797852,3.5098485946655273,3.609225273132324
chr22,49949533,8.291271209716797,4.682189464569092,3.609081745147705
chr7,43640027,7.084098815917969,3.480469226837158,3.6036295890808105
chr4,37729334,7.943531036376953,4.3406524658203125,3.6028785705566406
chr11,34640446,7.106693267822266,3.504800319671631,3.6018929481506348
chr7,158264084,7.488887786865234,3.8894176483154297,3.5994701385498047
chr18,58013650,7.119931221008301,3.5205564498901367,3.599374771118164
chr9,107389752,7.416126728057861,3.819380760192871,3.5967459678649902
chr2,240256310,7.567110061645508,3.9712071418762207,3.595902919769287
chr13,46142876,6.631528854370117,3.0365514755249023,3.594977378845215
chr1,77024650,6.898310661315918,3.3039917945861816,3.5943188667297363
chr17,72615270,8.38802719116211,4.793904781341553,3.5941224098205566
chr3,173958978,7.3747663497924805,3.7820162773132324,3.592750072479248
chr16,87936661,7.341915130615234,3.751728057861328,3.5901870727539062
chr4,158827126,7.180234909057617,3.590571403503418,3.589663505554199
chr17,77394628,7.738462924957275,4.148867130279541,3.5895957946777344
chr3,185966852,6.874324798583984,3.2882747650146484,3.586050033569336
chr15,31296785,7.483550548553467,3.899423599243164,3.5841269493103027
chr3,24253466,7.170555114746094,3.58834171295166,3.5822134017944336
chr2,239296938,6.961960315704346,3.3814234733581543,3.5805368423461914
chrX,38343199,6.840733528137207,3.2616686820983887,3.5790648460388184
chr7,150384006,8.54263687133789,4.964407444000244,3.5782294273376465
chr4,143225358,7.181053161621094,3.603653907775879,3.577399253845215
chr10,59073719,7.053979396820068,3.479198455810547,3.5747809410095215
chr14,99672020,7.390425682067871,3.8169960975646973,3.573429584503174
chr2,70807449,7.080356121063232,3.507646083831787,3.5727100372314453
chr22,33336020,6.869198799133301,3.2974472045898438,3.571751594543457
chr3,188290626,7.119537353515625,3.5484962463378906,3.5710411071777344
chr2,101065160,6.713103294372559,3.1425552368164062,3.5705480575561523
chr10,86441251,7.024459362030029,3.4546961784362793,3.56976318359375
chr11,11216216,7.080631732940674,3.5113778114318848,3.569253921508789
chr16,10520685,7.052436351776123,3.485055923461914,3.567380428314209
chr16,10923667,7.699953079223633,4.136363983154297,3.563589096069336
chr1,59557031,6.443724632263184,2.8831868171691895,3.560537815093994
chr12,107558902,6.895586967468262,3.3377981185913086,3.557788848876953
chr2,113288781,7.449727535247803,3.8935985565185547,3.556128978729248
chr5,56359090,7.409749984741211,3.854308605194092,3.555441379547119
chr2,8625603,7.932628631591797,4.377367973327637,3.55526065826416
chr13,94445000,7.35147762298584,3.7963433265686035,3.5551342964172363
chr13,33969094,7.37099552154541,3.8160481452941895,3.5549473762512207
chr5,71695295,6.7469987869262695,3.1923394203186035,3.554659366607666
chr16,972508,7.411970138549805,3.8581104278564453,3.5538597106933594
chr2,74940199,6.606850624084473,3.055086135864258,3.551764488220215
chr12,58766280,6.8909149169921875,3.3400678634643555,3.550847053527832
chr11,22635313,7.1438822746276855,3.593111038208008,3.5507712364196777
chr2,200221277,6.9516191482543945,3.4021406173706055,3.549478530883789
chr2,75522773,6.88090705871582,3.3388876914978027,3.5420193672180176
chr7,37943463,7.282886028289795,3.741966724395752,3.540919303894043
chr16,81448717,7.906041145324707,4.366567611694336,3.539473533630371
chr2,75516691,6.71268367767334,3.1737256050109863,3.5389580726623535
chr18,5298516,7.591385841369629,4.052608489990234,3.5387773513793945
chr16,75238523,8.07573127746582,4.5403618812561035,3.535369396209717
chr13,110094933,7.461887836456299,3.9279470443725586,3.5339407920837402
chr11,116808537,7.727280616760254,4.195228576660156,3.5320520401000977
chr2,23127719,6.9387125968933105,3.4092612266540527,3.529451370239258
chr14,89040967,8.325305938720703,4.795915603637695,3.529390335083008
chr2,108423716,7.184089660644531,3.6583008766174316,3.5257887840270996
chr2,122433245,7.209055423736572,3.6836462020874023,3.52540922164917
chr10,94123625,6.857919692993164,3.334329128265381,3.523590564727783
chr2,111529014,6.498612880706787,2.9752626419067383,3.523350238800049
chr14,95453125,7.730017185211182,4.207272529602051,3.522744655609131
chr2,241770571,7.77504825592041,4.252421855926514,3.5226263999938965
chr2,11506146,7.253354072570801,3.7318778038024902,3.5214762687683105
chr17,75872949,8.642536163330078,5.12591552734375,3.516620635986328
chr11,69497348,7.397613525390625,3.882199287414551,3.515414237976074
chr2,147927409,6.797130107879639,3.282256603240967,3.514873504638672
chr9,104890028,7.255415439605713,3.74429988861084,3.511115550994873
chr7,22359313,7.191746711730957,3.6821107864379883,3.5096359252929688
chr8,22666687,6.810367107391357,3.3030190467834473,3.50734806060791
chr12,71553246,6.969346046447754,3.4628567695617676,3.5064892768859863
chr10,93445604,6.877991199493408,3.3718342781066895,3.5061569213867188
chr2,120399095,7.938821315765381,4.433361053466797,3.505460262298584
chr2,207870412,7.193669319152832,3.6898999214172363,3.5037693977355957
chr9,104886468,7.2702412605285645,3.7668867111206055,3.503354549407959
chr14,94593979,6.899836540222168,3.4013214111328125,3.4985151290893555
chr2,38497575,7.140864372253418,3.642477035522461,3.498387336730957
chr5,67606398,7.305883407592773,3.8085970878601074,3.497286319732666
chr1,162247402,6.470917701721191,2.9737043380737305,3.497213363647461
chr10,129462408,6.760556221008301,3.263711452484131,3.49684476852417
chr2,43194172,7.737737655639648,4.2428412437438965,3.494896411895752
chr7,150126021,7.273478031158447,3.7802014350891113,3.493276596069336
chr14,69094050,7.532938480377197,4.040333271026611,3.492605209350586
chr12,102899264,7.370792388916016,3.879840850830078,3.4909515380859375
chr15,51318784,6.804110527038574,3.314239978790283,3.489870548248291
chr4,43352556,7.214148998260498,3.7248849868774414,3.4892640113830566
chr19,35006550,7.327564239501953,3.838592052459717,3.4889721870422363
chr17,40956957,6.432103157043457,2.943861961364746,3.488241195678711
chr11,2211260,7.714581489562988,4.227358818054199,3.487222671508789
chr2,102058125,7.102884292602539,3.6164536476135254,3.4864306449890137
chr16,46896112,6.98375129699707,3.4982872009277344,3.485464096069336
chr9,124284541,6.651928424835205,3.1701149940490723,3.481813430786133
chr12,131860937,8.290678977966309,4.8091349601745605,3.481544017791748
chr12,31773515,6.421272277832031,2.9416956901550293,3.479576587677002
chr11,74850015,7.395456314086914,3.9160709381103516,3.4793853759765625
chr5,55934244,7.248607158660889,3.769225597381592,3.479381561279297
chr21,34501900,6.645073413848877,3.165945529937744,3.479127883911133
chr10,87171938,6.430426597595215,2.9519734382629395,3.4784531593322754
chr5,82387402,7.37498664855957,3.8965463638305664,3.478440284729004
chr2,3466170,8.08383560180664,4.606076240539551,3.47775936126709
chr2,95060682,6.8722381591796875,3.395212173461914,3.4770259857177734
chr2,20611415,7.431036949157715,3.9554367065429688,3.475600242614746
chr2,191861275,6.833954811096191,3.359891891479492,3.474062919616699
chr11,120185403,7.661072254180908,4.192484378814697,3.468587875366211
chr2,127455173,7.049246788024902,3.5811190605163574,3.468127727508545
chr17,68378591,7.689063549041748,4.221020221710205,3.468043327331543
chr4,150055636,6.41591739654541,2.9522461891174316,3.4636712074279785
chr11,72777759,7.569210052490234,4.105618953704834,3.4635910987854004
chr13,36883283,7.455323219299316,3.9919090270996094,3.463414192199707
chr2,42127929,7.359194278717041,3.896322727203369,3.462871551513672
chr9,94692704,7.164871692657471,3.7025461196899414,3.4623255729675293
chr19,54420504,8.729576110839844,5.2700419425964355,3.459534168243408
chr17,76138668,8.088253021240234,4.629209518432617,3.459043502807617
chr2,161995932,6.338852405548096,2.88035249710083,3.4584999084472656
chr4,154612948,7.629931926727295,4.171623229980469,3.458308696746826
chr22,32780267,7.43251895904541,3.974429130554199,3.458089828491211
chr2,98584261,7.481940269470215,4.023959636688232,3.4579806327819824
chr2,179543645,7.019134044647217,3.561521053314209,3.457612991333008
chr17,59469992,7.059545040130615,3.604630470275879,3.4549145698547363
chr10,125792716,7.568580627441406,4.115353584289551,3.4532270431518555
chr2,201057925,6.6321210861206055,3.1801676750183105,3.451953411102295
chr4,17559242,7.0680317878723145,3.617579936981201,3.4504518508911133
chr4,3830886,7.80647611618042,4.3575215339660645,3.4489545822143555
chr4,7639062,7.165557384490967,3.7168526649475098,3.448704719543457
chr2,218755667,7.633103370666504,4.184863090515137,3.448240280151367
chr11,128425095,7.211867332458496,3.764738082885742,3.447129249572754
chr14,99555148,7.428098678588867,3.981473445892334,3.446625232696533
chr9,114175185,7.549970626831055,4.10363245010376,3.446338176727295
chr2,167827675,7.572027206420898,4.1275200843811035,3.444507122039795
chr15,45075738,7.208881378173828,3.7694215774536133,3.439459800720215
chr5,179504819,7.322792053222656,3.8845367431640625,3.4382553100585938
chr18,58550080,6.627596855163574,3.19075345993042,3.4368433952331543
chr18,8341775,7.288470268249512,3.854623794555664,3.4338464736938477
chr13,30832906,7.918986797332764,4.487946510314941,3.4310402870178223
chr2,73191874,6.945246696472168,3.5149450302124023,3.4303016662597656
chr11,22674774,6.7586870193481445,3.3294410705566406,3.429245948791504
chr18,5998754,7.310973167419434,3.8825607299804688,3.428412437438965
chr20,31664492,7.379276752471924,3.9516892433166504,3.4275875091552734
chr15,69594684,8.346384048461914,4.919746398925781,3.426637649536133
chr2,8126330,7.116257667541504,3.691183567047119,3.4250741004943848
chr14,22903333,7.922670364379883,4.500661373138428,3.422008991241455
chr17,72399765,7.490299224853516,4.0695648193359375,3.420734405517578
chr11,68017263,8.154756546020508,4.735909461975098,3.41884708404541
chr1,180245194,7.101840019226074,3.685074806213379,3.4167652130126953
chr2,16070230,7.943991184234619,4.527307510375977,3.4166836738586426
chr7,76251052,7.5233283042907715,4.110441207885742,3.4128870964050293
chr8,61423052,7.033560752868652,3.6233510971069336,3.4102096557617188
chr16,77359353,6.791567802429199,3.381422519683838,3.4101452827453613
chr14,22977988,7.953882217407227,4.544133186340332,3.4097490310668945
chr2,39504636,7.377418518066406,3.9677352905273438,3.4096832275390625
chr14,65227226,6.973301887512207,3.5663256645202637,3.4069762229919434
chr14,34024469,7.088399887084961,3.6824474334716797,3.4059524536132812
chr12,121859285,7.178029537200928,3.773245334625244,3.4047842025756836
chr18,48575982,7.7546234130859375,4.3515825271606445,3.403040885925293
chr20,64189486,7.262250900268555,3.8611207008361816,3.401130199432373
chr14,92985061,7.00987434387207,3.6093850135803223,3.400489330291748
chr17,7114764,7.473182201385498,4.073725700378418,3.39945650100708
chr10,110735741,6.761437892913818,3.363429546356201,3.398008346557617
chr18,12008590,7.405038356781006,4.008460521697998,3.396577835083008
chr10,96843071,6.605253219604492,3.2087316513061523,3.39652156829834
chr2,75571479,6.980846405029297,3.584324836730957,3.39652156829834
chr17,72093023,6.624513626098633,3.2305140495300293,3.3939995765686035
chr2,241093480,7.031798362731934,3.638256072998047,3.3935422897338867
chr2,234410728,7.293646812438965,3.900240898132324,3.3934059143066406
chr11,122642692,6.961907386779785,3.5686144828796387,3.3932929039001465
chr7,134293317,7.154703617095947,3.7630224227905273,3.39168119430542
chr8,9102711,7.222867965698242,3.831577777862549,3.3912901878356934
chr11,78202976,7.1527099609375,3.762328624725342,3.390381336212158
chr2,218419179,7.551431655883789,4.161471366882324,3.389960289001465
chr16,70157754,7.395978927612305,4.006410598754883,3.389568328857422
chr16,75310053,6.825151443481445,3.4377899169921875,3.387361526489258
chr14,52458131,6.579177379608154,3.193835735321045,3.3853416442871094
chr1,15189992,7.422391414642334,4.037569046020508,3.384822368621826
chr4,151205508,6.821653366088867,3.4395909309387207,3.3820624351501465
chr4,37648328,7.6866044998168945,4.305726528167725,3.38087797164917
chr10,114489673,6.919337272644043,3.539890766143799,3.379446506500244
chr18,31512341,7.480360984802246,4.101329803466797,3.379031181335449
chr7,73410553,7.299499988555908,3.921285629272461,3.3782143592834473
chr10,79380163,7.129311561584473,3.751220226287842,3.378091335296631
chr10,8173585,6.518090724945068,3.1400527954101562,3.378037929534912
chr19,33041740,7.103069305419922,3.726088047027588,3.376981258392334
